client_id,group_id,mobile,email,ip_address,address,bank_account,device_id,occupation,declared_income,monthly_turnover,fo_premium,illiquid_trades,fund_transfer_count,login_frequency,shared_accounts,trading_pattern_score,risk_country,transaction_amount,rapid_withdrawal,suspicious_flag
C12730,G1450,9756271356,user11730@gmail.com,192.168.50.221,Hyderabad,SBI333724,DEV9689,Salaried,2676041,5626053,127881,0,1,19,1,12,Yes,820230,No,0
C12731,G775,9823764892,user11731@gmail.com,192.168.94.166,Delhi,KOTAK100605,DEV2655,Business,1499640,3950839,76719,0,1,18,1,16,No,506280,No,0
C12732,G214,9000001796,user11732@gmail.com,10.0.10.7,Pune,ICICI430271,DEV7350,Salaried,401706,46507237,572355,22,42,132,3,91,Yes,1109742,Yes,1
C12733,G711,9372689755,user11733@gmail.com,192.168.22.202,Mumbai,ICICI493611,DEV5657,Trader,3573181,6156275,11287,2,2,12,1,19,Yes,452048,No,0
C12734,G324,9906907928,user11734@gmail.com,10.0.19.9,Pune,SBI469049,DEV3366,Student,901512,14697701,167008,10,12,67,2,59,No,1861533,Yes,1
C12735,G1016,9331963897,user11735@gmail.com,192.168.30.15,Pune,HDFC350254,DEV7036,Salaried,2575784,9200239,121897,1,5,14,1,9,Yes,561970,No,0
C12736,G1336,9728786150,user11736@gmail.com,192.168.5.182,Kolkata,SBI983745,DEV6011,Business,1104713,5039611,55581,0,3,26,0,33,Yes,120384,No,0
C12737,G908,9084038793,user11737@gmail.com,192.168.14.177,Delhi,HDFC436967,DEV7631,Retired,3861132,4015460,42350,4,4,17,1,31,No,738212,No,0
C12738,G995,9608212530,user11738@gmail.com,192.168.6.41,Mumbai,ICICI506448,DEV9502,SelfEmployed,3804675,6562199,148100,0,4,12,1,24,Yes,670461,No,0
C12739,G527,9893685849,user11739@gmail.com,10.0.10.1,Chennai,KOTAK564255,DEV8424,Investor,548180,15065181,374315,2,17,30,0,72,Yes,2197477,No,1
C12740,G63,9000000916,user11740@gmail.com,10.0.13.8,Ahmedabad,ICICI580178,DEV8053,Investor,333901,30601268,1655412,22,20,156,8,84,Yes,1570745,Yes,1
C12741,G14,9000008645,user11741@gmail.com,10.0.12.3,Kolkata,ICICI928933,DEV8142,Trader,257249,24251310,741191,8,49,97,4,89,No,3269854,Yes,1
C12742,G1081,9272702613,user11742@gmail.com,192.168.45.45,Ahmedabad,AXIS303857,DEV3130,Retired,766262,10523065,10559,4,2,16,0,39,No,723241,No,0
C12743,G1395,9391569511,user11743@gmail.com,192.168.12.185,Mumbai,KOTAK985764,DEV2648,Salaried,2812225,11910627,85154,0,9,7,1,39,Yes,397465,No,0
C12744,G488,9686344592,user11744@gmail.com,10.0.15.5,Ahmedabad,ICICI253207,DEV8166,Salaried,887424,24255990,397362,6,20,72,1,79,Yes,1246566,Yes,1
C12745,G737,9246695363,user11745@gmail.com,192.168.57.107,Ahmedabad,SBI825751,DEV8606,Trader,885570,11292487,16299,0,3,19,1,17,No,102089,No,0
C12746,G1129,9544237216,user11746@gmail.com,192.168.39.219,Coimbatore,KOTAK412360,DEV7995,SelfEmployed,898499,7216193,88289,3,4,25,1,35,No,277094,No,0
C12747,G876,9982066054,user11747@gmail.com,192.168.99.62,Kolkata,SBI517859,DEV9923,Investor,2536033,9087476,78831,2,3,6,1,9,Yes,445983,No,0
C12748,G555,9000009749,user11748@gmail.com,10.0.3.1,Bangalore,SBI723375,DEV1514,Retired,1061502,8841730,217409,6,8,55,2,58,No,594083,No,1
C12749,G1042,9295773748,user11749@gmail.com,192.168.21.227,Ahmedabad,AXIS898157,DEV4490,Student,3409526,7951226,140532,3,2,39,0,13,No,715899,No,0
C12750,G475,9513020093,user11750@gmail.com,192.168.59.255,Delhi,HDFC727716,DEV3797,Business,1504876,5169213,660147,10,8,79,0,41,Yes,2189947,No,1
C12751,G1011,9492057046,user11751@gmail.com,192.168.35.252,Bangalore,KOTAK810748,DEV6324,Trader,4829659,6615917,142004,1,4,9,0,24,No,177422,No,0
C12752,G1257,9418493326,user11752@gmail.com,192.168.19.92,Pune,HDFC369366,DEV1715,Retired,1382508,2627258,52463,0,7,8,1,20,No,427092,No,0
C12753,G171,9000005038,user11753@gmail.com,10.0.1.1,Mumbai,HDFC708826,DEV5161,SelfEmployed,205401,28342474,1560554,21,53,112,3,89,Yes,5775621,Yes,1
C12754,G1192,9334394521,user11754@gmail.com,192.168.90.191,Kolkata,HDFC526012,DEV5052,Retired,4102272,5745135,149082,0,7,37,0,5,Yes,725099,No,0
C12755,G660,9785869978,user11755@gmail.com,192.168.23.70,Coimbatore,ICICI820384,DEV6332,Salaried,437430,8028784,428402,4,5,37,0,78,No,684029,Yes,0
C12756,G205,9000008348,user11756@gmail.com,10.0.10.5,Bangalore,HDFC387178,DEV7349,Trader,586237,25496573,1030064,12,50,102,6,85,No,1086961,Yes,1
C12757,G1209,9079302250,user11757@gmail.com,192.168.29.216,Kochi,ICICI774885,DEV6009,Business,2321957,6657910,123646,4,9,42,0,17,No,244815,No,0
C12758,G102,9000004345,user11758@gmail.com,10.0.5.4,Hyderabad,KOTAK414046,DEV6304,Salaried,566196,18687594,804030,15,48,134,2,82,Yes,3580371,Yes,1
C12759,G1180,9921052427,user11759@gmail.com,192.168.3.228,Kolkata,AXIS701335,DEV9638,SelfEmployed,1643510,1418184,43447,4,8,30,1,9,No,762709,No,0
C12760,G892,9758375000,user11760@gmail.com,192.168.57.195,Chennai,AXIS885716,DEV9019,Business,1489558,9695792,93725,1,4,18,0,31,No,159288,No,0
C12761,G550,9085003941,user11761@gmail.com,192.168.67.56,Chennai,ICICI897364,DEV3117,Investor,727733,20394178,651552,9,20,78,1,47,No,923757,No,1
C12762,G652,9614622188,user11762@gmail.com,192.168.24.92,Chennai,ICICI674465,DEV4162,Trader,621196,14891201,455761,6,11,39,2,43,No,1587431,No,0
C12763,G534,9908989473,user11763@gmail.com,10.0.5.9,Mumbai,ICICI249178,DEV1337,Student,476567,5558588,314650,10,19,82,3,37,No,375122,No,0
C12764,G211,9000001133,user11764@gmail.com,10.0.19.1,Mumbai,HDFC631329,DEV4943,Business,514839,39584874,1578619,9,51,71,8,92,Yes,4325914,Yes,1
C12765,G439,9933644679,user11765@gmail.com,192.168.74.85,Ahmedabad,SBI498836,DEV3309,Salaried,1017748,14976144,218948,6,9,50,1,46,No,404188,No,0
C12766,G353,9000007573,user11766@gmail.com,192.168.69.156,Pune,KOTAK603061,DEV6822,Retired,1883779,10617722,684552,9,18,78,1,79,No,1482358,No,0
C12767,G1408,9281363240,user11767@gmail.com,192.168.41.167,Kochi,ICICI270513,DEV6633,SelfEmployed,4818646,2039723,44268,4,6,8,1,24,Yes,591324,No,0
C12768,G463,9000005168,user11768@gmail.com,192.168.48.96,Pune,SBI398083,DEV7609,Student,601651,14536257,689490,2,11,45,2,48,Yes,1693241,Yes,1
C12769,G1337,9775757535,user11769@gmail.com,192.168.23.160,Kolkata,AXIS749860,DEV4031,SelfEmployed,2033887,5718105,125057,0,6,36,0,5,Yes,891959,No,0
C12770,G256,9000001832,user11770@gmail.com,10.0.4.3,Coimbatore,AXIS237735,DEV2240,Business,588872,54205107,456430,8,58,143,3,87,No,3569323,Yes,1
C12771,G998,9215986247,user11771@gmail.com,192.168.31.15,Hyderabad,SBI796360,DEV6229,Business,2970497,9331385,137343,2,5,17,1,27,Yes,172314,No,0
C12772,G79,9000004304,user11772@gmail.com,10.0.18.7,Chennai,AXIS170239,DEV5254,Business,536189,37028034,322815,21,17,101,3,74,Yes,4409510,Yes,1
C12773,G1192,9092344546,user11773@gmail.com,192.168.91.14,Chennai,SBI686801,DEV2115,Trader,1031010,11912216,55792,0,3,29,0,29,No,349357,No,0
C12774,G1374,9529333230,user11774@gmail.com,192.168.13.60,Coimbatore,SBI169291,DEV3964,Trader,2334248,8836852,126359,2,5,15,1,37,Yes,564558,No,0
C12775,G818,9809438899,user11775@gmail.com,192.168.81.49,Hyderabad,ICICI768466,DEV1172,Student,3236018,1190245,134967,0,1,8,1,27,No,332712,No,0
C12776,G1007,9298643896,user11776@gmail.com,192.168.59.222,Pune,KOTAK911667,DEV4816,Student,2468424,11847410,100285,4,9,26,1,36,Yes,890958,No,0
C12777,G1402,9090265685,user11777@gmail.com,192.168.90.107,Delhi,AXIS527070,DEV5255,Business,1502434,6634080,147362,1,3,11,1,24,No,652663,No,0
C12778,G1321,9305342604,user11778@gmail.com,192.168.47.97,Hyderabad,ICICI268529,DEV3728,Student,1922767,1651019,58971,3,8,45,1,33,Yes,712583,No,0
C12779,G47,9000003611,user11779@gmail.com,10.0.15.4,Delhi,SBI884389,DEV5086,Salaried,270074,43943158,1197769,23,59,147,9,86,No,2657560,Yes,1
C12780,G1233,9602345250,user11780@gmail.com,192.168.9.249,Kolkata,SBI854172,DEV9905,Salaried,928689,11974690,92256,2,4,32,0,39,Yes,244080,No,0
C12781,G1063,9696525793,user11781@gmail.com,192.168.60.169,Coimbatore,HDFC278927,DEV7433,Investor,4686864,7435404,110718,2,7,26,0,33,Yes,672280,No,0
C12782,G14,9000000319,user11782@gmail.com,10.0.5.4,Bangalore,AXIS407160,DEV6745,Student,644705,48423818,1186652,15,44,104,3,82,Yes,5199599,Yes,1
C12783,G1432,9246133391,user11783@gmail.com,192.168.21.247,Ahmedabad,SBI337204,DEV5721,Business,4158762,3062962,69249,0,8,11,0,27,Yes,56989,No,0
C12784,G762,9410735926,user11784@gmail.com,192.168.67.80,Bangalore,HDFC827024,DEV5576,Retired,3695688,8611209,149135,0,1,17,0,12,Yes,898656,No,0
C12785,G102,9000000434,user11785@gmail.com,10.0.17.4,Coimbatore,AXIS677696,DEV6138,SelfEmployed,609416,47792721,1370858,23,45,141,5,80,Yes,1302251,Yes,1
C12786,G1131,9978092620,user11786@gmail.com,192.168.25.89,Delhi,KOTAK833218,DEV6692,Salaried,2590138,10083066,43584,4,5,40,0,28,No,749423,No,0
C12787,G727,9515870404,user11787@gmail.com,192.168.98.117,Coimbatore,SBI989972,DEV2205,SelfEmployed,4848286,6889056,31213,1,2,15,1,24,Yes,423052,No,0
C12788,G819,9871514343,user11788@gmail.com,192.168.97.29,Pune,ICICI940258,DEV1088,Student,3685364,11724497,57293,4,8,44,1,10,Yes,377300,No,0
C12789,G1236,9757131691,user11789@gmail.com,192.168.32.204,Coimbatore,KOTAK604026,DEV6528,Trader,1443583,3965512,63459,1,7,25,0,29,Yes,896859,No,0
C12790,G1419,9860165340,user11790@gmail.com,192.168.18.134,Mumbai,ICICI623804,DEV3948,Business,4664187,7167364,70283,3,6,18,1,21,Yes,641964,No,0
C12791,G1273,9119811809,user11791@gmail.com,192.168.66.219,Chennai,ICICI702867,DEV8518,Student,3742283,10100078,53838,1,7,8,1,30,Yes,553580,No,0
C12792,G443,9227053165,user11792@gmail.com,192.168.43.237,Bangalore,ICICI620459,DEV5410,Retired,1751220,5487096,357758,6,11,81,2,50,No,1404537,No,0
C12793,G1183,9391896042,user11793@gmail.com,192.168.45.138,Ahmedabad,ICICI874965,DEV4104,Investor,2946403,1147686,27492,3,3,24,1,28,No,690244,No,0
C12794,G318,9597647663,user11794@gmail.com,192.168.15.32,Bangalore,SBI948120,DEV8214,Business,794146,7267302,445829,4,5,40,1,50,No,454461,No,0
C12795,G1249,9574037154,user11795@gmail.com,192.168.77.108,Ahmedabad,AXIS234640,DEV1212,Investor,3422799,8874853,147050,1,5,45,0,30,No,738331,No,0
C12796,G222,9000004422,user11796@gmail.com,10.0.8.1,Coimbatore,HDFC450438,DEV2492,Investor,533005,24506913,702828,24,17,152,5,100,Yes,3451705,Yes,1
C12797,G1287,9653140849,user11797@gmail.com,192.168.64.199,Hyderabad,AXIS534281,DEV3913,Trader,1358044,8427319,109564,4,4,23,0,17,Yes,197517,No,0
C12798,G1167,9083533773,user11798@gmail.com,192.168.42.220,Bangalore,ICICI141512,DEV5602,Business,4588464,9381221,94391,2,6,40,1,28,Yes,518261,No,0
C12799,G372,9442622964,user11799@gmail.com,192.168.73.82,Coimbatore,HDFC146943,DEV7783,Trader,487976,15118492,514742,2,15,32,4,79,Yes,1730709,Yes,1
C12800,G527,9079723948,user11800@gmail.com,10.0.2.5,Hyderabad,ICICI819005,DEV9309,Student,966555,17780318,248793,5,18,85,2,45,Yes,1900597,Yes,1
C12801,G495,9041391794,user11801@gmail.com,10.0.16.9,Mumbai,ICICI501779,DEV7893,Retired,1316563,8468282,589516,6,6,84,0,79,Yes,1789732,Yes,0
C12802,G734,9286588037,user11802@gmail.com,192.168.34.4,Hyderabad,SBI600945,DEV3619,Student,4824544,3889894,148950,0,8,44,1,9,Yes,563632,No,0
C12803,G1171,9813947264,user11803@gmail.com,192.168.79.164,Chennai,ICICI936770,DEV3550,Business,1994812,3704145,109655,4,4,43,0,37,Yes,851357,No,0
C12804,G119,9000003483,user11804@gmail.com,10.0.2.1,Kolkata,KOTAK673881,DEV3595,Student,505506,22816280,758922,11,29,104,3,98,Yes,3351260,Yes,1
C12805,G545,9116572561,user11805@gmail.com,192.168.2.232,Delhi,SBI513676,DEV5498,Trader,1601207,5202294,497317,6,19,42,3,38,No,2006912,No,1
C12806,G556,9388719793,user11806@gmail.com,192.168.44.183,Delhi,AXIS801219,DEV5050,Retired,1612526,22262077,129149,3,24,54,1,60,Yes,708843,Yes,0
C12807,G1468,9638736864,user11807@gmail.com,192.168.3.98,Coimbatore,HDFC246872,DEV3630,Investor,4061583,2330310,30181,4,4,10,1,14,No,826503,No,0
C12808,G806,9734133516,user11808@gmail.com,192.168.84.170,Ahmedabad,KOTAK283909,DEV6460,Student,3685996,1496990,112431,2,2,33,1,36,No,706499,No,0
C12809,G1022,9680754064,user11809@gmail.com,192.168.33.102,Ahmedabad,KOTAK639517,DEV3144,Student,2133698,6344401,44272,2,6,22,0,23,No,794600,No,0
C12810,G1251,9456667070,user11810@gmail.com,192.168.49.244,Coimbatore,SBI203088,DEV6809,Investor,2674753,9884389,55063,1,5,9,1,38,No,848722,No,0
C12811,G212,9000003770,user11811@gmail.com,10.0.9.8,Mumbai,HDFC338721,DEV1743,Investor,671667,46701711,1307060,17,59,83,4,87,No,4513802,Yes,1
C12812,G547,9978398879,user11812@gmail.com,192.168.46.140,Coimbatore,SBI811254,DEV4164,SelfEmployed,1099142,10748259,146000,9,7,60,0,51,Yes,2238754,Yes,1
C12813,G779,9137943915,user11813@gmail.com,192.168.66.14,Chennai,ICICI430168,DEV6778,Trader,1447861,5347935,51930,2,4,45,0,26,Yes,126164,No,0
C12814,G893,9244591128,user11814@gmail.com,192.168.81.33,Bangalore,AXIS767085,DEV6286,Salaried,1076134,8852959,48838,0,7,6,0,13,Yes,779781,No,0
C12815,G985,9323962640,user11815@gmail.com,192.168.8.46,Kolkata,SBI648611,DEV6014,SelfEmployed,2405148,11629607,58035,4,5,7,0,23,No,444630,No,0
C12816,G870,9339936388,user11816@gmail.com,192.168.71.79,Pune,KOTAK542199,DEV1848,Investor,2608687,3686938,128724,3,10,24,1,11,Yes,884909,No,0
C12817,G1011,9812510600,user11817@gmail.com,192.168.90.232,Bangalore,SBI301702,DEV5538,Student,3542591,8122591,20314,2,10,18,0,15,Yes,884164,No,0
C12818,G728,9203625400,user11818@gmail.com,192.168.42.17,Kolkata,ICICI575983,DEV3812,Business,2984587,6488210,25663,0,5,10,0,39,No,669283,No,0
C12819,G1287,9781950291,user11819@gmail.com,192.168.98.173,Kochi,SBI794263,DEV3351,Investor,4005979,10675471,101787,1,3,8,1,18,Yes,899583,No,0
C12820,G31,9000008317,user11820@gmail.com,10.0.8.8,Chennai,ICICI644931,DEV7352,Salaried,613572,28554123,456373,10,48,177,4,90,Yes,2311702,Yes,1
C12821,G830,9565961878,user11821@gmail.com,192.168.2.227,Chennai,KOTAK198770,DEV6197,Investor,890303,8842820,134670,2,8,19,0,26,No,416953,No,0
C12822,G1115,9375984596,user11822@gmail.com,192.168.38.81,Kochi,SBI158825,DEV9169,Salaried,2796881,1908292,147926,0,6,32,0,37,Yes,631701,No,0
C12823,G726,9551953333,user11823@gmail.com,192.168.83.135,Kolkata,HDFC629823,DEV1700,SelfEmployed,1098556,2335908,58776,1,3,40,0,35,No,294261,No,0
C12824,G491,9385426277,user11824@gmail.com,192.168.53.55,Bangalore,HDFC959175,DEV2878,Trader,745013,6381197,457439,3,10,62,1,43,No,828731,Yes,1
C12825,G1154,9433642237,user11825@gmail.com,192.168.7.202,Ahmedabad,SBI211519,DEV6974,Business,1749229,4863925,123375,1,1,19,0,5,No,93293,No,0
C12826,G918,9792850238,user11826@gmail.com,192.168.59.18,Kolkata,AXIS196656,DEV1916,Investor,1269516,5072807,99539,4,3,22,0,24,Yes,534862,No,0
C12827,G1085,9456543263,user11827@gmail.com,192.168.8.171,Kolkata,ICICI546658,DEV4966,Trader,2242516,1972840,85181,2,9,9,0,10,Yes,639092,No,0
C12828,G715,9388906145,user11828@gmail.com,192.168.98.58,Kochi,ICICI740341,DEV9449,SelfEmployed,2229919,7202785,81353,1,7,44,1,29,Yes,248416,No,0
C12829,G1428,9439713658,user11829@gmail.com,192.168.43.147,Delhi,SBI554615,DEV5470,Salaried,664950,11482258,55151,2,8,29,0,34,Yes,365737,No,0
C12830,G200,9000007397,user11830@gmail.com,10.0.15.1,Pune,KOTAK488972,DEV8560,SelfEmployed,480816,15950875,1055324,9,21,80,5,94,Yes,4389715,Yes,1
C12831,G1002,9174322559,user11831@gmail.com,192.168.17.42,Coimbatore,AXIS118862,DEV4751,Business,1921184,3651035,104026,4,4,11,1,33,No,742741,No,0
C12832,G271,9000007454,user11832@gmail.com,10.0.12.7,Bangalore,HDFC974349,DEV9395,Student,620344,15296834,707894,22,24,83,9,92,No,1570547,Yes,1
C12833,G879,9009980175,user11833@gmail.com,192.168.8.247,Kolkata,AXIS764746,DEV5912,Trader,3296621,7201018,103605,0,6,11,0,8,Yes,833220,No,0
C12834,G318,9000003981,user11834@gmail.com,192.168.20.222,Kolkata,ICICI930551,DEV3570,Student,429713,16161777,277830,4,24,82,0,50,Yes,1641050,No,0
C12835,G769,9724820247,user11835@gmail.com,192.168.48.37,Delhi,SBI742555,DEV4414,Investor,1780167,8814764,13123,1,7,26,1,40,Yes,775978,No,0
C12836,G1226,9079286373,user11836@gmail.com,192.168.79.22,Pune,AXIS752644,DEV3223,Trader,1100887,4450789,61869,2,5,35,0,23,Yes,115518,No,0
C12837,G1332,9487614565,user11837@gmail.com,192.168.8.121,Pune,SBI393617,DEV7402,Student,1532954,10180356,114288,0,4,26,1,36,Yes,720012,No,0
C12838,G1176,9498810560,user11838@gmail.com,192.168.76.155,Bangalore,HDFC971653,DEV4545,Salaried,1507019,10552013,109659,0,2,12,0,6,Yes,143753,No,0
C12839,G880,9738898816,user11839@gmail.com,192.168.18.11,Kolkata,ICICI905516,DEV9032,Business,4783399,10109247,39272,1,10,17,1,20,Yes,408075,No,0
C12840,G1317,9342991173,user11840@gmail.com,192.168.74.75,Chennai,KOTAK829062,DEV2316,Retired,1195163,3743779,143558,2,10,29,1,10,No,175405,No,0
C12841,G314,9837992044,user11841@gmail.com,192.168.41.110,Mumbai,KOTAK538948,DEV4181,Trader,605574,10416623,507266,3,22,84,3,80,Yes,430629,No,0
C12842,G1221,9605563579,user11842@gmail.com,192.168.81.221,Chennai,SBI913016,DEV3280,Investor,1458626,10667102,60282,0,10,28,1,8,No,552965,No,0
C12843,G1125,9241123608,user11843@gmail.com,192.168.25.138,Kolkata,HDFC134763,DEV4931,Trader,1520452,8461611,136628,1,7,23,0,35,No,626780,No,0
C12844,G1452,9183272971,user11844@gmail.com,192.168.33.165,Kolkata,HDFC306388,DEV1820,Retired,2595041,8846688,99488,0,2,45,0,20,No,298367,No,0
C12845,G1084,9465200374,user11845@gmail.com,192.168.75.88,Coimbatore,HDFC707907,DEV3660,Retired,4698350,7539381,85655,4,6,44,1,17,No,343513,No,0
C12846,G136,9000001790,user11846@gmail.com,10.0.1.7,Kochi,HDFC528410,DEV7069,Business,370323,51414099,974004,16,31,93,2,77,Yes,1640031,Yes,1
C12847,G272,9000002579,user11847@gmail.com,10.0.15.1,Ahmedabad,AXIS445401,DEV8669,Student,333773,38678745,491215,14,25,155,7,70,No,2509686,Yes,1
C12848,G718,9080190019,user11848@gmail.com,192.168.38.161,Bangalore,AXIS488079,DEV8071,Investor,4432711,4845060,93504,0,5,14,1,32,No,370423,No,0
C12849,G681,9041250347,user11849@gmail.com,192.168.48.236,Mumbai,KOTAK910893,DEV7752,Student,812198,13081735,151464,8,14,71,1,37,Yes,557947,No,1
C12850,G1011,9000245507,user11850@gmail.com,192.168.49.83,Hyderabad,SBI103210,DEV1807,Investor,2024626,2392838,110620,1,1,27,0,36,No,491921,No,0
C12851,G993,9123525897,user11851@gmail.com,192.168.87.23,Coimbatore,AXIS252817,DEV2143,SelfEmployed,3557383,3165721,58269,0,10,41,0,14,Yes,246505,No,0
C12852,G640,9000001163,user11852@gmail.com,192.168.44.212,Ahmedabad,KOTAK928226,DEV3156,Student,1539087,17491832,207839,2,5,60,4,69,Yes,715923,Yes,0
C12853,G442,9195885146,user11853@gmail.com,192.168.9.58,Coimbatore,ICICI198090,DEV3851,SelfEmployed,1928054,12147744,608977,7,17,64,4,67,Yes,1804717,No,0
C12854,G1411,9136007692,user11854@gmail.com,192.168.73.53,Hyderabad,SBI982118,DEV8968,Business,1852580,7317339,138409,2,8,15,1,23,No,447545,No,0
C12855,G1418,9394714847,user11855@gmail.com,192.168.11.53,Chennai,HDFC863876,DEV4086,Retired,3326865,2104661,37020,0,7,25,0,26,No,579562,No,0
C12856,G948,9697656833,user11856@gmail.com,192.168.17.95,Delhi,SBI441724,DEV1447,Business,3741783,11606012,71570,1,7,17,1,10,Yes,390951,No,0
C12857,G1307,9994159797,user11857@gmail.com,192.168.36.67,Coimbatore,ICICI157877,DEV4303,Student,1066327,5725671,129184,0,4,15,1,25,No,120839,No,0
C12858,G1302,9603817625,user11858@gmail.com,192.168.31.195,Coimbatore,SBI827160,DEV5894,Investor,3257486,7646213,52473,2,6,37,1,8,Yes,686260,No,0
C12859,G1296,9252196530,user11859@gmail.com,192.168.63.132,Hyderabad,ICICI672145,DEV7620,Salaried,1123285,5139588,33896,1,3,23,0,37,No,200297,No,0
C12860,G1176,9819166075,user11860@gmail.com,192.168.70.101,Chennai,SBI862013,DEV7703,Student,3449704,8382800,92015,0,2,28,0,20,Yes,678217,No,0
C12861,G1157,9776482207,user11861@gmail.com,192.168.40.255,Kolkata,SBI522681,DEV5319,Student,4615154,8855554,89157,1,9,12,1,17,Yes,559351,No,0
C12862,G1390,9718898680,user11862@gmail.com,192.168.24.24,Mumbai,KOTAK859123,DEV9056,SelfEmployed,4677767,11270704,43488,3,10,33,1,27,Yes,157846,No,0
C12863,G1461,9451276278,user11863@gmail.com,192.168.13.12,Kochi,SBI412644,DEV9053,SelfEmployed,4657577,1114576,96975,2,1,18,1,16,No,668804,No,0
C12864,G487,9000009771,user11864@gmail.com,192.168.11.32,Coimbatore,KOTAK311676,DEV6677,Salaried,1753321,21086300,346388,4,17,57,2,47,Yes,626232,No,0
C12865,G1006,9446020083,user11865@gmail.com,192.168.25.56,Coimbatore,KOTAK355728,DEV1063,Student,4993511,7911094,30608,1,4,24,0,15,Yes,707093,No,0
C12866,G656,9156717043,user11866@gmail.com,192.168.41.47,Bangalore,ICICI371536,DEV4512,Student,708101,13923235,594339,4,11,56,4,53,No,1696584,Yes,1
C12867,G1442,9820638003,user11867@gmail.com,192.168.99.240,Pune,KOTAK505770,DEV5493,SelfEmployed,3417744,7590749,139155,0,6,19,0,5,Yes,596780,No,0
C12868,G1230,9646900496,user11868@gmail.com,192.168.25.161,Mumbai,ICICI473239,DEV9367,Investor,1984110,2317429,72378,2,6,43,0,25,Yes,340605,No,0
C12869,G1342,9797537705,user11869@gmail.com,192.168.70.31,Mumbai,KOTAK645347,DEV8287,Business,3789501,6173969,76450,1,8,44,0,5,Yes,404647,No,0
C12870,G171,9000005925,user11870@gmail.com,10.0.9.2,Ahmedabad,KOTAK619563,DEV8790,Student,638520,56537735,1642179,22,15,152,6,88,Yes,3225152,Yes,1
C12871,G1095,9288560538,user11871@gmail.com,192.168.76.255,Kochi,ICICI230647,DEV7166,Salaried,2672573,6887170,26125,3,10,11,1,26,Yes,264552,No,0
C12872,G13,9000007123,user11872@gmail.com,10.0.4.9,Kolkata,ICICI772397,DEV1032,Salaried,740896,35770952,317701,8,16,81,10,93,Yes,1594903,Yes,1
C12873,G739,9592807913,user11873@gmail.com,192.168.31.125,Ahmedabad,AXIS884356,DEV1430,Retired,3957722,4660070,48121,0,10,38,1,27,Yes,725560,No,0
C12874,G765,9920598406,user11874@gmail.com,192.168.66.153,Kolkata,AXIS818663,DEV1537,Student,3054446,4480750,132837,2,10,23,0,15,No,758420,No,0
C12875,G1179,9197234511,user11875@gmail.com,192.168.79.157,Chennai,SBI727066,DEV4154,Student,807883,1360409,96364,4,8,42,1,12,Yes,260399,No,0
C12876,G1136,9887613436,user11876@gmail.com,192.168.96.85,Delhi,SBI216612,DEV2984,Retired,2380133,11789757,18230,1,8,14,0,8,No,100892,No,0
C12877,G1392,9822805538,user11877@gmail.com,192.168.10.170,Kolkata,AXIS730197,DEV2079,Trader,3420327,6087730,93658,4,8,5,1,36,No,775346,No,0
C12878,G1346,9388912693,user11878@gmail.com,192.168.87.168,Ahmedabad,AXIS567479,DEV9557,Retired,1320986,5768678,131372,4,5,43,0,7,Yes,642059,No,0
C12879,G650,9000008935,user11879@gmail.com,10.0.9.8,Pune,KOTAK217759,DEV4223,Salaried,1991011,10715178,214296,4,22,53,4,50,Yes,1691321,No,0
C12880,G546,9426729982,user11880@gmail.com,10.0.11.5,Kolkata,ICICI462607,DEV4453,Retired,426225,21871941,100042,8,20,84,0,45,No,2424282,Yes,0
C12881,G1281,9206836906,user11881@gmail.com,192.168.71.211,Bangalore,ICICI310317,DEV2189,Investor,1565913,5726866,77495,3,8,18,0,26,No,653967,No,0
C12882,G1318,9944409124,user11882@gmail.com,192.168.50.165,Coimbatore,ICICI542081,DEV9793,Student,4514147,8536572,29425,1,3,38,0,16,Yes,786316,No,0
C12883,G1138,9370718335,user11883@gmail.com,192.168.50.76,Hyderabad,ICICI463844,DEV7492,Business,2170231,3593693,126856,4,3,25,1,19,No,681318,No,0
C12884,G830,9208113289,user11884@gmail.com,192.168.5.69,Kolkata,AXIS255471,DEV1807,Investor,2219200,4708053,134587,1,5,34,0,29,Yes,735135,No,0
C12885,G1449,9563321569,user11885@gmail.com,192.168.76.139,Delhi,ICICI227120,DEV9305,SelfEmployed,3740638,9148535,51202,4,8,18,1,11,Yes,521130,No,0
C12886,G1014,9850317415,user11886@gmail.com,192.168.18.222,Kolkata,HDFC128809,DEV7947,SelfEmployed,722647,4089356,36292,2,9,33,0,17,Yes,888197,No,0
C12887,G773,9376046101,user11887@gmail.com,192.168.44.16,Pune,ICICI597753,DEV3625,Retired,1872142,11981731,103273,3,8,25,0,36,No,586296,No,0
C12888,G834,9812279245,user11888@gmail.com,192.168.55.145,Bangalore,ICICI825124,DEV8931,Business,2919677,7222151,125380,2,1,11,0,10,Yes,384596,No,0
C12889,G902,9017280088,user11889@gmail.com,192.168.49.124,Pune,HDFC210450,DEV7489,Investor,2747684,1641997,102347,2,9,28,0,30,No,505628,No,0
C12890,G621,9022187509,user11890@gmail.com,192.168.51.119,Delhi,HDFC457134,DEV2171,Student,769158,5846261,639889,4,14,69,1,40,No,1913109,Yes,0
C12891,G798,9903133957,user11891@gmail.com,192.168.63.124,Mumbai,SBI362316,DEV6105,Trader,1089850,10950042,13989,2,9,13,1,31,Yes,852375,No,0
